AssessmentId,AssessmentName,AssessmentSubject,AssessmentGrade,AssessmentType,AssessmentSubtype,AssessmentLabel,AssessmentVersion,AcademicYear,FullItemKey,BankKey,ItemId,Filename,Version,ItemType,Grade,Standard,Claim,Target,PassageId,ASL,Braille,LanguageBraille,DOK,Language,AllowCalculator,MathematicalPractice,MaxPoints,Glossary,ScoringEngine,Spanish,IsFieldTest,IsActive,ResponseRequired,AdminRequired,ItemPosition,MeasurementModel,Weight,ScorePoints,a,b0_b,b1_c,b2,b3,avg_b,bpref1,bpref2,bpref3,bpref4,bpref5,bpref6,bpref7,CommonCore,ClaimContentTarget,SecondaryCommonCore,SecondaryClaimContentTarget,CutPoint1,ScaledLow1,ScaledHigh1,CutPoint2,ScaledLow2,ScaledHigh2,CutPoint3,ScaledLow3,ScaledHigh3,CutPoint4,ScaledLow4,ScaledHigh4
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-26295,200,26295,item-200-26295.xml,7994,MC,3,SBAC-ELA-v1:2-W|9-3,"2-W	","9-3	",,,,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,20,IRT3PLn,1,1,0.9254,-1.87983,0,,,-1.87983,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-2-W|9-3,,,,,"3.L.1f	",2-W|9-3,"3.L.1f	",2-W|9-3,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-29439,200,29439,item-200-29439.xml,8042,MC,3,SBAC-ELA-v1:2-W|8-3,"2-W	","8-3	",,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,37,IRT3PLn,1,1,0.59344,-0.42499,0,,,-0.42499,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-2-W|8-3,,,,,"3.L.3a	",2-W|8-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-29737,200,29737,item-200-29737.xml,7994,MS,3,SBAC-ELA-v1:4-CR|2-3,"4-CR	","2-3	",,,,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),,FALSE,TRUE,TRUE,TRUE,2,IRT3PLn,1,1,0.92407,-1.43438,0,,,-1.43438,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-4-CR|2-3,,,,,,4-CR|2-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-29935,200,29935,item-200-29935.xml,7994,MC,3,SBAC-ELA-v1:4-CR|2-3,"4-CR	","2-3	",,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,36,IRT3PLn,1,1,0.41159,-0.9712,0,,,-0.9712,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-4-CR|2-3,,,,,,4-CR|2-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-30003,200,30003,item-200-30003.xml,7994,MC,3,SBAC-ELA-v1:2-W|9-3,"2-W	","9-3	",,,,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,3,IRT3PLn,1,1,0.84706,-2.11265,0,,,-2.11265,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-2-W|9-3,,,,,,2-W|9-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-30752,200,30752,item-200-30752.xml,7994,MC,3,SBAC-ELA-v1:2-W|6-3,"2-W	","6-3	",,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,13,IRT3PLn,1,1,1.08723,-1.81101,0,,,-1.81101,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-2-W|6-3,,,,,,2-W|6-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-30985,200,30985,item-200-30985.xml,7994,MS,3,SBAC-ELA-v1:3-L|4-3,"3-L	","4-3	",200-862,,,ENU-Braille,3,ENU,,,1,,Automatic with Key(s),,FALSE,TRUE,FALSE,FALSE,11,IRT3PLn,1,1,0.55245,0.34015,0,,,0.34015,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-3-L|4-3,,,,,"3.SL.3	",3-L|4-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-30987,200,30987,item-200-30987.xml,7994,MC,3,SBAC-ELA-v1:3-L|4-3,"3-L	","4-3	",200-862,,,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,FALSE,FALSE,10,IRT3PLn,1,1,0.75343,-1.23624,0,,,-1.23624,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-3-L|4-3,,,,,"3.SL.3	",3-L|4-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-30989,200,30989,item-200-30989.xml,7994,MI,3,SBAC-ELA-v1:3-L|4-3,"3-L	","4-3	",200-862,,,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,FALSE,FALSE,9,IRT3PLn,1,1,0.75894,-1.88412,0,,,-1.88412,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-3-L|4-3,,,,,"3.SL.3	",3-L|4-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-33403,200,33403,item-200-33403.xml,8042,MC,3,SBAC-ELA-v1:2-W|9-3,"2-W	","9-3	",,,,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,1,IRT3PLn,1,1,0.95394,-2.14822,0,,,-2.14822,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-2-W|9-3,,,,,,2-W|9-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-33970,200,33970,item-200-33970.xml,7994,MC,3,SBAC-ELA-v1:2-W|8-3,"2-W	","8-3	",,,,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,8,IRT3PLn,1,1,0.7507,-1.9635,0,,,-1.9635,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-2-W|8-3,,,,,"3.L.6	",2-W|8-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-34036,200,34036,item-200-34036.xml,7994,EBSR,3,SBAC-ELA-v1:3-L|4-3,"3-L	","4-3	",200-1033,,,ENU-Braille,3,ENU,,,1,,Automatic with Key(s),,FALSE,TRUE,FALSE,FALSE,35,IRT3PLn,1,1,0.60996,0.06288,0,,,0.06288,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-3-L|4-3,,,,,"3.SL.3	",3-L|4-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-34038,200,34038,item-200-34038.xml,7994,MC,3,SBAC-ELA-v1:3-L|4-3,"3-L	","4-3	",200-1033,,,ENU-Braille,3,ENU,,,1,,Automatic with Key,,FALSE,TRUE,FALSE,FALSE,33,IRT3PLn,1,1,0.74327,-0.78044,0,,,-0.78044,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-3-L|4-3,,,,,"3.SL.3	",3-L|4-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-35881,200,35881,item-200-35881.xml,7994,MI,3,SBAC-ELA-v1:3-L|4-3,"3-L	","4-3	",200-1033,,,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,N,FALSE,TRUE,FALSE,FALSE,34,IRT3PLn,1,1,0.56923,0.14865,0,,,0.14865,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-3-L|4-3,,,,,"3.SL.2	",3-L|4-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-45439,200,45439,item-200-45439.xml,8042,MC,3,SBAC-ELA-v1:4-CR|4-3,"4-CR	","4-3	",,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,TRUE,TRUE,43,IRT3PLn,1,1,0.20215,0.60986,0,,,0.60986,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-4-CR|4-3,,,,,"3.W.8	",4-CR|4-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-45512,200,45512,item-200-45512.xml,8042,MC,3,SBAC-ELA-v1:1-IT|9-3,"1-IT	","9-3	",200-1440,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,38,IRT3PLn,1,1,0.43096,-1.26193,0,,,-1.26193,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-IT|9-3,,,,,"3.RI.2	",1-IT|9-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-45516,200,45516,item-200-45516.xml,8042,EBSR,3,SBAC-ELA-v1:1-IT|11-3,"1-IT	","11-3	",200-1440,,,ENU-Braille,3,ENU,,,1,,Automatic with Key(s),N,FALSE,TRUE,FALSE,FALSE,40,IRT3PLn,1,1,0.60167,0.12006,0,,,0.12006,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-IT|11-3,,,,,"3.RI.6	",1-IT|11-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-45518,200,45518,item-200-45518.xml,7994,EBSR,3,SBAC-ELA-v1:1-IT|9-3,"1-IT	","9-3	",200-1440,,,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),N,FALSE,TRUE,FALSE,FALSE,41,IRT3PLn,1,1,0.55997,0.29719,0,,,0.29719,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-IT|9-3,,,,,"3.RI.2	",1-IT|9-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-52636,200,52636,item-200-52636.xml,8042,MC,3,SBAC-ELA-v1:1-LT|1-3,"1-LT	","1-3	",200-1701,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,5,IRT3PLn,1,1,0.37288,-0.38882,0,,,-0.38882,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-LT|1-3,,,,,"3.RL.1	",1-LT|1-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-52640,200,52640,item-200-52640.xml,7994,MC,3,SBAC-ELA-v1:1-LT|3-3,"1-LT	","3-3	",200-1701,,,ENU-Braille,1,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,4,IRT3PLn,1,1,1.11679,-1.97489,0,,,-1.97489,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-LT|3-3,,,,,"3.RL.4	",1-LT|3-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-52642,200,52642,item-200-52642.xml,7994,EBSR,3,SBAC-ELA-v1:1-LT|4-3,"1-LT	","4-3	",200-1701,,,ENU-Braille,3,ENU,,,1,,Automatic with Key(s),N,FALSE,TRUE,FALSE,FALSE,7,IRT3PLn,1,1,0.86773,-0.07531,0,,,-0.07531,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-LT|4-3,,,,,"3.RL.3	",1-LT|4-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-52648,200,52648,item-200-52648.xml,8042,HTQ,3,SBAC-ELA-v1:1-LT|2-3,"1-LT	","2-3	",200-1701,,,ENU-Braille,2,ENU,,,1,,Automatic with Machine Rubric,N,FALSE,TRUE,FALSE,FALSE,6,IRT3PLn,1,1,0.69346,-0.65582,0,,,-0.65582,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-LT|2-3,,,,,"3.RL.2	",1-LT|2-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-52678,200,52678,item-200-52678.xml,8042,MC,3,SBAC-ELA-v1:1-LT|1-3,"1-LT	","1-3	",200-1703,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,28,IRT3PLn,1,1,0.53705,-1.12075,0,,,-1.12075,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-LT|1-3,,,,,"3.RL.1	",1-LT|1-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-52680,200,52680,item-200-52680.xml,7994,HTQ,3,SBAC-ELA-v1:1-LT|2-3,"1-LT	","2-3	",200-1703,,,ENU-Braille,2,ENU,,,1,,Automatic with Machine Rubric,N,FALSE,TRUE,FALSE,FALSE,30,IRT3PLn,1,1,1.00685,-0.27649,0,,,-0.27649,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-LT|2-3,,,,,"3.RL.2	",1-LT|2-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-52688,200,52688,item-200-52688.xml,7994,SA,3,SBAC-ELA-v1:1-LT|4-3,"1-LT	","4-3	",200-1703,,,ENU-Braille,3,ENU,,,2,,HandScored,N,FALSE,TRUE,FALSE,FALSE,31,IRTGPC,1,2,0.73666,0.94637,1.33249,,,1.13943,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-LT|4-3,,,,,"3.RL.3	",1-LT|4-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-52694,200,52694,item-200-52694.xml,7994,MC,3,SBAC-ELA-v1:1-LT|6-3,"1-LT	","6-3	",200-1703,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,27,IRT3PLn,1,1,0.77137,-1.37674,0,,,-1.37674,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-LT|6-3,,,,,"3.RL.5	",1-LT|6-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-52696,200,52696,item-200-52696.xml,7994,MC,3,SBAC-ELA-v1:1-LT|7-3,"1-LT	","7-3	",200-1703,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,26,IRT3PLn,1,1,0.95325,-1.65281,0,,,-1.65281,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-LT|7-3,,,,,"3.RL.4	",1-LT|7-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-54077,200,54077,item-200-54077.xml,8042,MC,3,SBAC-ELA-v1:1-IT|9-3,"1-IT	","9-3	",200-1755,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,17,IRT3PLn,1,1,0.55348,-1.15853,0,,,-1.15853,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-IT|9-3,,,,,"3.RI.2	",1-IT|9-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-54079,200,54079,item-200-54079.xml,7994,MC,3,SBAC-ELA-v1:1-IT|10-3,"1-IT	","10-3	",200-1755,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,14,IRT3PLn,1,1,1.23586,-1.63798,0,,,-1.63798,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-IT|10-3,,,,,"3.RI.4	",1-IT|10-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-54081,200,54081,item-200-54081.xml,7994,MC,3,SBAC-ELA-v1:1-IT|13-3,"1-IT	","13-3	",200-1755,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,18,IRT3PLn,1,1,0.5502,-0.96216,0,,,-0.96216,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-IT|13-3,,,,,"3.RI.5	",1-IT|13-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-54115,200,54115,item-200-54115.xml,7994,MI,3,SBAC-ELA-v1:4-CR|4-3,"4-CR	","4-3	",200-1777,,,ENU-Braille,3,ENU,,,1,,Automatic with Machine Rubric,N,FALSE,TRUE,FALSE,FALSE,46,IRT3PLn,1,1,0.62641,1.48715,0,,,1.48715,(SBAC)SBAC-ICA-FIXED-G3E-Perf-AnimalsShellsA-COMBINED-ELA-3-Winter-2014-2015,,SBAC-4-CR|4-3,,,,,"3.W.8	",4-CR|4-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-54117,200,54117,item-200-54117.xml,7994,WER,3,SBAC-ELA-v1:2-W|7-3,"2-W	","7-3	",200-1777,,,ENU-Braille,4,ENU,,,10,,HandScored,N,FALSE,TRUE,FALSE,FALSE,47,IRTGPC,1,2,0.96928,-1.22201,-0.52845,0.98446,2.27596,-0.87523,(SBAC)SBAC-ICA-FIXED-G3E-Perf-AnimalsShellsB-COMBINED-ELA-3-Winter-2014-2015,,SBAC-2-W|7-3,,,,,"3.W.1a	",2-W|7-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-56261,200,56261,item-200-56261.xml,7994,SA,3,SBAC-ELA-v1:1-IT|9-3,"1-IT	","9-3	",200-1755,,,ENU-Braille,3,ENU,,,2,,HandScored,N,FALSE,TRUE,FALSE,FALSE,19,IRTGPC,1,2,0.59665,1.22575,1.87883,,,1.55229,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-1-IT|9-3,,,,,"3.RI.2	",1-IT|9-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-Winter-2014-2015,SBAC-ICA-FIXED-G3E-COMBINED,ELA,3,interim,ICA,ELA G3 ICA,8042,2015,200-58278,200,58278,item-200-58278.xml,7994,MC,3,SBAC-ELA-v1:4-CR|3-3,"4-CR	","3-3	",,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,TRUE,TRUE,12,IRT3PLn,1,1,0.70208,-1.14459,0,,,-1.14459,(SBAC)SBAC-ICA-FIXED-G3E-COMBINED-ELA-3-Winter-2014-2015,,SBAC-4-CR|3-3,,,,,,4-CR|3-3,,,1,2.11E+03,2.37E+03,2,2.37E+03,2.43E+03,3,2.43E+03,2.49E+03,4,2.49E+03,2.62E+03
